wr_ratio,qdep,wrsz,rdsz,wrnd,rrnd,wr_stride,rd_stride,lat,bw,iops
0,16,4,64,50,100,0,0,1.93,519.61,8310
0,16,4,64,100,0,0,0,1.92,522.32,8354
0,16,4,64,100,50,0,0,1.93,519.26,8305
0,16,4,64,100,100,0,0,1.93,519.64,8311
0,16,4,256,0,50,0,0,7.55,530.56,2119
0,16,4,256,0,100,0,0,7.55,530.86,2120
0,16,4,256,50,0,0,0,7.54,531.21,2122
0,16,4,256,50,50,0,0,7.55,530.86,2120
0,16,4,256,50,100,0,0,7.54,530.91,2120
0,16,4,256,100,0,0,0,7.55,530.66,2119
0,16,4,256,100,50,0,0,7.54,530.91,2120
0,16,4,256,100,100,0,0,7.54,531.06,2121
0,16,16,1,0,50,0,0,0.15,104.17,106670
0,16,16,1,0,100,0,0,0.12,130.62,133749
0,16,16,1,50,0,0,0,0.09,179.08,183377
0,16,16,1,50,50,0,0,0.15,104.25,106752
0,16,16,1,50,100,0,0,0.12,130.72,133852
0,16,16,1,100,0,0,0,0.09,178.94,183227
0,16,16,1,100,50,0,0,0.15,104.27,106767
0,16,16,1,100,100,0,0,0.12,130.71,133843
0,16,16,4,0,50,0,0,0.16,380.33,97360
0,16,16,4,0,100,0,0,0.16,382.95,98033
0,16,16,4,50,0,0,0,0.16,384.17,98343
0,16,16,4,50,50,0,0,0.16,380.37,97371
0,16,16,4,50,100,0,0,0.17,382.79,97990
0,16,16,4,100,0,0,0,0.16,384.16,98341
0,16,16,4,100,50,0,0,0.16,380.37,97371
0,16,16,4,100,100,0,0,0.16,380.69,97453
0,16,16,16,0,50,0,0,0.51,487.30,31184
0,16,16,16,0,100,0,0,0.51,486.40,31126
0,16,16,16,50,0,0,0,0.51,489.50,31325
0,16,16,16,50,50,0,0,0.51,487.33,31186
0,16,16,16,50,100,0,0,0.51,486.41,31127
0,16,16,16,100,0,0,0,0.51,489.60,31331
0,16,16,16,100,50,0,0,0.51,487.24,31180
0,16,16,16,100,100,0,0,0.51,486.41,31127
0,16,16,64,0,50,0,0,1.92,521.78,8345
0,16,16,64,0,100,0,0,1.92,519.97,8316
